movieId,genreId
tt0050212,1
tt0382932,1
tt0092005,1
tt0052618,1
tt0073195,1
tt0758758,1
tt1201607,1
tt0892769,1
tt0317705,1
tt0099348,1
tt0103639,1
tt0060196,20
tt0064116,20
tt1853728,20
tt0040897,20
tt0105695,20
tt0059578,20
tt0099348,20
tt1375666,16
tt0133093,16
tt0103064,16
tt0816692,16
tt0088763,16
tt0078748,16
tt0482571,16
tt0090605,16
tt4154756,16
tt0338013,16
tt0066921,16
tt0062622,16
tt0017136,16
tt0434409,16
tt0084787,16
tt0107290,16
tt0083658,16
tt1392190,16
tt0088247,16
tt3315342,16
tt15097216,14
tt0056058,14
tt0114369,14
tt0054215,14
tt0114814,14
tt0078788,14
tt0047396,14
tt0482571,14
tt0057565,14
tt0364569,14
tt0405094,14
tt0209144,14
tt0051201,14
tt1255953,14
tt0053125,14
tt0052357,14
tt0033467,14
tt0022100,14
tt1305806,14
tt0042876,14
tt1130884,14
tt10272386,14
tt0167404,14
tt0119488,14
tt0084787,14
tt0071315,14
tt2267998,14
tt0032976,14
tt1392214,14
tt0041959,14
tt0353969,14
tt0073195,14
tt0109830,15
tt0118799,15
tt0034583,15
tt0021749,15
tt0027977,15
tt0095765,15
tt0338013,15
tt0119217,15
tt0211915,15
tt0045152,15
tt0052357,15
tt0053604,15
tt0053291,15
tt0031381,15
tt0035446,15
tt1305806,15
tt0015324,15
tt0036868,15
tt0025316,15
tt4016934,15
tt0050986,15
tt0381681,15
tt0112471,15
tt0080684,8
tt0038650,8
tt0076759,8
tt0120689,8
tt5311514,8
tt0086190,8
tt0457430,8
tt10872600,8
tt0071853,8
tt0325980,8
tt0032138,8
tt0050976,8
tt1201607,8
tt0107048,8
tt0118799,4
tt0088763,4
tt1675434,4
tt0021749,4
tt0027977,4
tt0032553,4
tt2380307,4
tt1187043,4
tt0057012,4
tt0114709,4
tt0435761,4
tt1049413,4
tt0211915,4
tt0012349,4
tt0045152,4
tt0053604,4
tt0070735,4
tt0053291,4
tt0266543,4
tt0208092,4
tt6966692,4
tt4729430,4
tt0035446,4
tt0993846,4
tt0071853,4
tt0015324,4
tt0120382,4
tt2096673,4
tt2278388,4
tt3011894,4
tt5027774,4
tt0015864,4
tt0198781,4
tt0017925,4
tt0096283,4
tt0025316,4
tt0097165,4
tt0031679,4
tt0118715,4
tt0382932,4
tt0978762,4
tt0120735,4
tt0107048,4
tt0079470,4
tt0103639,4
tt0038650,7
tt0245429,7
tt0910970,7
tt0986264,7
tt0012349,7
tt0347149,7
tt0476735,7
tt0118849,7
tt0096283,7
tt0059742,7
tt0032138,7
tt1201607,7
tt1028532,7
tt0102926,18
tt0054215,18
tt0407887,18
tt0047396,18
tt6751668,18
tt7286456,18
tt1345836,18
tt0405094,18
tt0209144,18
tt0091251,18
tt0105236,18
tt0052357,18
tt0022100,18
tt0055630,18
tt0477348,18
tt1130884,18
tt10366206,18
tt0046268,18
tt0046912,18
tt0167404,18
tt0095016,18
tt0071315,18
tt2267998,18
tt0060827,18
tt3011894,18
tt0245712,18
tt4016934,18
tt3170832,18
tt0041959,18
tt0116282,18
tt0047296,18
tt0073195,18
tt0120815,19
tt0034583,19
tt0095327,19
tt0078788,19
tt0082096,19
tt0032553,19
tt0050825,19
tt0057012,19
tt0091251,19
tt0093058,19
tt0361748,19
tt0055031,19
tt0457430,19
tt0031381,19
tt0035446,19
tt8579674,19
tt0089881,19
tt0036868,19
tt0072684,19
tt0050212,19
tt0091763,19
tt0058946,19
tt0077416,19
tt0245429,2
tt0095327,2
tt0110357,2
tt0910970,2
tt5311514,2
tt4633694,2
tt2380307,2
tt0114709,2
tt0119698,2
tt0435761,2
tt1049413,2
tt0347149,2
tt0266543,2
tt4729430,2
tt2096673,2
tt0129167,2
tt0198781,2
tt0096283,2
tt0382932,2
tt0892769,2
tt0978762,2
tt0317705,2
tt0103639,2
tt0253474,12
tt2582802,12
tt0086879,12
tt0053291,12
tt0054215,11
tt0078748,11
tt0081505,11
tt0084787,11
tt0070047,11
tt0043014,9
tt0036775,9
tt0032976,9
tt0041959,9
tt0045152,13
tt1291584,17
tt0118849,17
tt0081398,17
tt0405159,17
tt0075148,17
